title,year,genre,director,rating,votes,runtime,revenue
C.H.U.D. II: Bud the C.H.U.D.,1989,"Comedy, Horror",David Fincher,5.6,54392,123,
Cameron's Closet,1989,"Horror, Supernatural",Quentin Tarantino,6.5,3771,96,
Cannibal Women in the Avocado Jungle of Death,1989,Comedy,Christopher Nolan,5.3,29895,87,549.0
Casualties of War,1989,"War, Drama",Wes Anderson,5.7,12819,85,264.9
Cat Chaser,1989,Action,Stanley Kubrick,5.2,15635,138,864.0
The Cellar,1989,Unknown,James Cameron,8.3,183807,71,25.1
Chameleon Street,1989,"Drama, Independent",Alfred Hitchcock,6.8,39281,87,
Chances Are,1989,"Romance, Comedy",Stanley Kubrick,7.7,21510,75,
Chattahoochee,1989,Drama,James Cameron,6.0,22675,116,50.5
Checking Out,1989,Comedy,Christopher Nolan,5.5,4706,133,68.1
Cheetah,1989,"Family, Drama",David Fincher,4.0,64971,101,7.0
The Chilling,1989,Horror,Paul Thomas Anderson,7.3,89686,157,40.6
Clownhouse,1989,Slasher,Martin Scorsese,5.5,32921,101,
Cohen and Tate,1989,Thriller,Martin Scorsese,7.9,36205,140,
Cold Feet,1989,"Drama, Comedy",Denis Villeneuve,7.0,15388,121,198.0
Collision Course,1989,"Action, Comedy",Alfred Hitchcock,6.8,61252,75,
Common Threads: Stories from the Quilt,1989,Documentary,Martin Scorsese,5.3,7958,120,20.3
Communion,1989,"Suspense, Horror, Science Fiction",Christopher Nolan,5.5,59092,151,31.8
Cookie,1989,"Crime, Comedy",Steven Spielberg,8.1,4558,123,
Cousins,1989,"Romance, Comedy",Unknown Director,5.6,28337,110,48.5
Crimes and Misdemeanors,1989,"Drama, Comedy",Paul Thomas Anderson,5.5,21173,156,74.8
Criminal Law,1989,"Drama, Legal, Thriller",Alfred Hitchcock,8.2,178279,117,23.3
Cutting Class,1989,"Comedy, Slasher",Peter Jackson,5.8,54876,127,
Cyborg,1989,Martial Arts,David Fincher,6.5,3593,96,855.5
Dad,1989,"Drama, Comedy",Paul Thomas Anderson,4.3,18469,126,142.8
Day One,1989,"Documentary, Drama",Alfred Hitchcock,6.6,8292,143,11.0
Dead Bang,1989,"Action, Thriller",Christopher Nolan,6.2,41639,116,
Dead Calm,1989,"Suspense, Thriller",Alfred Hitchcock,3.0,779,120,331.5
Deadly Weapon,1989,Science Fiction,Unknown Director,8.5,79925,101,
The Dead Next Door,1989,Horror,Wes Anderson,6.7,15975,137,204.9
The Dead Pit,1989,Horror,David Fincher,8.6,21749,103,
Dead Poets Society,1989,Drama,Quentin Tarantino,5.1,7582,108,
Death Spa,1989,"Horror, Slasher, Supernatural",Coen Brothers,5.4,74657,89,
DeepStar Six,1989,"Science Fiction, Horror",Unknown Director,5.9,50511,60,13.8
Disorganized Crime,1989,"Comedy, Action",Ridley Scott,6.4,61516,151,
Do the Right Thing,1989,"Drama, Comedy",Christopher Nolan,6.0,6866,97,
Dr. Caligari,1989,"Erotic, Horror",Alfred Hitchcock,7.6,55702,118,43.2
The Dream Team,1989,"Comedy, Thriller, War",Denis Villeneuve,8.7,19457,86,38.0
Dream a Little Dream,1989,"Comedy, Fantasy, Romance",Steven Spielberg,5.2,7352,90,
Driving Miss Daisy,1989,"Drama, Comedy",Stanley Kubrick,8.0,6126,88,
Drugstore Cowboy,1989,"Drama, Crime",Quentin Tarantino,5.5,58987,92,
A Dry White Season,1989,Drama,Wes Anderson,6.2,18396,107,122.0
Eat a Bowl of Tea,1989,Drama,Alfred Hitchcock,5.6,15183,116,23.8
Eddie and the Cruisers II: Eddie Lives!,1989,Drama,Steven Spielberg,6.0,7771,94,
Edge of Sanity,1989,"Horror, Slasher",Christopher Nolan,7.6,16528,116,260.5
"Enemies, a Love Story",1989,"Drama, Romance",Peter Jackson,7.4,37296,86,93.4
The Evil Below,1989,Horror,Unknown Director,6.1,31869,75,
The Experts,1989,Comedy,Stanley Kubrick,7.3,10887,141,113.7
The Fabulous Baker Boys,1989,"Drama, Comedy, Musical",Coen Brothers,8.6,72765,126,
Family Business,1989,"Noir, Crime, Comedy",Quentin Tarantino,7.1,76608,108,24.0
Farewell to the King,1989,"Drama, Action, Adventure",Paul Thomas Anderson,6.1,85755,83,255.9
Fat Man and Little Boy,1989,"Documentary, Drama, Historical",Alfred Hitchcock,5.3,28669,78,
The Favorite,1989,"Drama, Historical",Paul Thomas Anderson,8.3,8290,117,66.3
Field of Dreams,1989,"Sports, Drama, Fantasy",David Fincher,4.5,7192,127,
The Final Days,1989,"Biography, Drama",Steven Spielberg,7.8,18564,100,375.8
Fire and Rain,1989,Disaster,Wes Anderson,9.0,29548,131,
Fletch Lives,1989,"Comedy, Mystery",Coen Brothers,5.1,60256,85,
The Fly II,1989,"Science Fiction, Horror",Martin Scorsese,7.2,22702,115,92.7
For All Mankind,1989,Documentary,Martin Scorsese,6.5,33030,87,27.6
Friday the 13th Part VIII: Jason Takes Manhattan,1989,Slasher,Denis Villeneuve,5.5,1302,125,
Fright Night Part 2,1989,Horror,David Fincher,6.3,81102,103,
Ghostbusters II,1989,"Supernatural, Comedy",Francis Ford Coppola,5.5,16802,66,461.1
Ginger Ale Afternoon,1989,"Drama, Independent",Denis Villeneuve,5.0,20659,102,
Gleaming the Cube,1989,"Drama, Noir",James Cameron,7.1,92748,105,19.0
Glory,1989,"Drama, War, Historical",Christopher Nolan,6.3,76682,117,
Going Overboard,1989,Comedy,James Cameron,5.2,510,83,117.9
Great Balls of Fire!,1989,"Biography, Drama",Steven Spielberg,6.9,56170,137,109.9
Gross Anatomy,1989,"Comedy, Drama",James Cameron,8.0,107802,151,12.1
Halloween 5: The Revenge of Michael Myers,1989,Slasher,Ridley Scott,4.0,52451,143,
Harlem Nights,1989,"Crime, Drama, Comedy",Steven Spielberg,4.3,6642,79,61.1
Heart of Dixie,1989,Drama,Martin Scorsese,5.7,46931,127,
Her Alibi,1989,"Comedy, Romance",Denis Villeneuve,5.9,65804,111,
High Desert Kill,1989,"Science Fiction, Horror",Wes Anderson,5.8,9293,87,
Hit List,1989,"Action, Thriller",Francis Ford Coppola,6.5,13807,102,24.1
Homer and Eddie,1989,"Comedy, Drama",Alfred Hitchcock,7.1,48735,96,54.4
Homework,1989,"Drama, Documentary",Paul Thomas Anderson,6.3,138506,120,3854.9
"Honey, I Shrunk the Kids",1989,"Family, Comedy, Science Fiction",Steven Spielberg,6.9,182502,89,48.6
The Horror Show,1989,Slasher,Christopher Nolan,6.1,24683,106,33.7
How I Got into College,1989,"Comedy, War, Romance",Coen Brothers,5.5,80072,127,64.7
Howling V: The Rebirth,1989,Horror,Alfred Hitchcock,5.7,84136,85,
I Know My First Name Is Steven,1989,"Biography, Drama",Christopher Nolan,6.3,16759,110,223.8
"I, Madman",1989,Horror,Peter Jackson,5.6,100280,64,31.8
Identity Crisis,1989,"Drama, Comedy",Quentin Tarantino,5.5,19746,99,32.5
Immediate Family,1989,Drama,Stanley Kubrick,5.3,98502,126,100.2
In Country,1989,Drama,Christopher Nolan,7.6,68206,75,
Indiana Jones and the Last Crusade,1989,"Action, Adventure",Denis Villeneuve,7.2,96624,99,1609.4
An Innocent Man,1989,"Crime, Drama, Thriller",Coen Brothers,7.3,23530,147,
Intruder,1989,Slasher,Quentin Tarantino,5.1,24819,97,35.1
Jacknife,1989,Drama,Francis Ford Coppola,6.6,229144,113,
The January Man,1989,"Comedy, Mystery, Crime",Steven Spielberg,7.0,27749,70,236.2
Johnny Handsome,1989,"Noir, Crime, Thriller",Paul Thomas Anderson,6.8,187021,86,69.4
Journey to the Center of the Earth,1989,Fantasy,Unknown Director,4.8,12932,142,149.7
K-9,1989,"Action, Comedy",James Cameron,7.5,14853,102,6.6
Kamillions,1989,Drama,Denis Villeneuve,7.9,89899,94,342.6
The Karate Kid Part III,1989,"Martial Arts, Drama",Stanley Kubrick,8.6,22021,98,880.4
Kickboxer,1989,Martial Arts,Coen Brothers,7.4,32328,73,
Kill Me Again,1989,"Noir, Thriller",Paul Thomas Anderson,5.3,60246,121,
Kinjite: Forbidden Subjects,1989,"Action, Thriller",Peter Jackson,4.2,126520,108,210.8
Knick Knack,1989,"Animated, Short",Coen Brothers,6.9,3574,132,
L.A. Takedown,1989,"Crime, Thriller",Steven Spielberg,6.9,46244,121,
Last Exit to Brooklyn,1989,Drama,Paul Thomas Anderson,6.8,33478,106,342.7
Lauderdale,1989,Comedy,Peter Jackson,3.4,1979,120,
Lean on Me,1989,"Biography, Drama",Denis Villeneuve,6.7,15208,76,448.5
Let It Ride,1989,Comedy,James Cameron,5.4,4724,125,228.6
Lethal Weapon 2,1989,"Action, Comedy",Peter Jackson,6.1,18905,119,31.5
Leviathan,1989,"Science Fiction, Horror",David Fincher,6.0,23582,87,
Licence to Kill,1989,"Action, Spy, Teen",James Cameron,7.9,122013,142,25.9
Limit Up,1989,Comedy,Paul Thomas Anderson,6.2,31033,82,22.0
Listen to Me,1989,Drama,Christopher Nolan,6.2,51211,103,45.0
Little Golden Book Land,1989,"Drama, Animated",Paul Thomas Anderson,5.5,112545,60,
The Little Mermaid,1989,"Animated, Fantasy, Musical",Coen Brothers,7.8,1669,150,590.7
Little Monsters,1989,Comedy,Martin Scorsese,7.5,28308,125,85.8
Lock Up,1989,Action,Francis Ford Coppola,6.6,60530,125,
Lonesome Dove,1989,"Western, Adventure",Christopher Nolan,5.6,40474,121,
Look Who's Talking,1989,"Comedy, Romance",Coen Brothers,5.6,22464,81,192.0
Lords of the Deep,1989,"Science Fiction, Horror",Ridley Scott,6.8,63414,145,
Lost Angels,1989,"Drama, Independent",Wes Anderson,8.4,117107,156,
Loverboy,1989,Comedy,Christopher Nolan,6.2,12938,99,
Luther the Geek,1989,Horror,Francis Ford Coppola,4.9,98459,140,
Major League,1989,"Sports, Comedy",Steven Spielberg,6.4,110002,135,
The Making of Me,1989,Short,Quentin Tarantino,4.9,156516,130,58.6
Meet the Hollowheads,1989,"Comedy, Science Fiction",Peter Jackson,6.4,95606,84,47.5
The Mighty Quinn,1989,"Crime, Drama, Comedy",Wes Anderson,8.7,31627,103,869.3
Mike Hammer: Murder Takes All,1989,"Crime, Drama, Mystery",Ridley Scott,7.1,207104,116,
Millennium,1989,Science Fiction,Unknown Director,9.2,213835,112,
Mind Games,1989,Thriller,Martin Scorsese,8.3,9230,126,706.6
Miss Firecracker,1989,Comedy,Unknown Director,8.0,10004,110,
Moontrap,1989,Science Fiction,Martin Scorsese,7.3,4420,97,
Music Box,1989,"Drama, Crime",James Cameron,7.3,149279,89,
My Mom's a Werewolf,1989,"Comedy, Horror",Unknown Director,6.3,4438,137,
My Name is Bill W.,1989,"Biography, Drama",Christopher Nolan,6.1,133571,105,543.3
Mystery Train,1989,"Drama, Comedy",Martin Scorsese,7.5,37519,116,295.4
National Lampoon's Christmas Vacation,1989,Comedy,Ridley Scott,5.8,114205,126,18.9
Never on Tuesday,1989,Comedy,Alfred Hitchcock,6.4,14056,113,3.8
New York Stories,1989,Unknown,Ridley Scott,8.2,13040,108,18.3
Next of Kin,1989,"Action, Thriller",Quentin Tarantino,7.4,56526,119,684.0
Nick Knight,1989,Drama,Wes Anderson,5.2,68409,129,26.1
Night Game,1989,"Crime, Thriller",Martin Scorsese,6.3,3745,121,
Night Life,1989,"Horror, Comedy",Denis Villeneuve,7.0,71708,126,16.5
Nightlife,1989,"Horror, Comedy",Paul Thomas Anderson,7.7,97689,114,
Night of the Ninja,1989,Martial Arts,David Fincher,7.9,7148,110,117.1
A Nightmare on Elm Street 5: The Dream Child,1989,"Horror, Slasher",James Cameron,6.9,16351,101,
Nightwish,1989,"Horror, Science Fiction",Francis Ford Coppola,6.1,2862,92,112.1
Night Visitor,1989,Thriller,Ridley Scott,7.0,36521,131,
No Holds Barred,1989,Action,Christopher Nolan,4.8,31616,113,
Nowhere to Run,1989,"Thriller, Drama",Steven Spielberg,6.0,141241,78,
Offerings,1989,"Horror, Slasher",Steven Spielberg,6.8,30097,105,
Old Gringo,1989,"Drama, Adventure, Romance",Steven Spielberg,6.6,61514,116,64.3
Out of the Dark,1989,"Horror, Slasher",James Cameron,7.1,18895,113,
The Package,1989,"Action, Thriller, Political",Christopher Nolan,6.0,35291,114,728.5
The Parent Trap III,1989,Comedy,Steven Spielberg,6.7,117850,146,
Parenthood,1989,"Comedy, Drama, Family",Steven Spielberg,6.8,4955,95,
Parents,1989,"Horror, Comedy",Francis Ford Coppola,5.8,2462,108,104.6
Penn & Teller Get Killed,1989,Comedy,Paul Thomas Anderson,5.2,7917,104,
Pet Sematary,1989,"Horror, Supernatural",James Cameron,8.9,247618,129,781.1
The Phantom of the Opera: The Motion Picture,1989,Horror,Christopher Nolan,5.8,1015,89,397.8
Physical Evidence,1989,"Crime, Thriller",James Cameron,6.1,98033,141,
Pink Cadillac,1989,"Comedy, Action",Francis Ford Coppola,4.5,5592,118,
Police Academy 6: City Under Siege,1989,"Comedy, Crime",David Fincher,6.7,3499,82,
Prancer,1989,"Fantasy, Drama",Paul Thomas Anderson,7.3,111059,105,
The Preppie Murder,1989,"Crime, Drama",Martin Scorsese,6.4,50864,134,
Psycho Cop,1989,Slasher,Francis Ford Coppola,5.9,8480,122,38.1
Pumpkinhead,1989,"Horror, Supernatural",David Fincher,6.1,144383,81,
The Punisher,1989,Action,Martin Scorsese,8.0,10162,111,198.3
Puppet Master,1989,Horror,Coen Brothers,6.3,44625,117,1379.1
R.O.T.O.R.,1989,"Science Fiction, Action",David Fincher,5.3,5899,102,318.8
Race for Glory,1989,Action,Denis Villeneuve,6.4,37899,74,26.3
Red Scorpion,1989,"War, Action",Martin Scorsese,7.2,643,80,
Relentless,1989,"Crime, Thriller",Unknown Director,8.4,47454,154,1066.8
Renegades,1989,"Action, Crime",Steven Spielberg,6.6,27570,96,
The Return of Swamp Thing,1989,"Science Fiction, Superhero",Steven Spielberg,8.1,26359,82,317.4
Riverbend,1989,"Drama, Action",Stanley Kubrick,6.9,16770,110,144.0
River of Death,1989,Action,Christopher Nolan,7.7,16157,74,814.5
Road House,1989,Action,Alfred Hitchcock,7.8,91331,129,57.4
Roger & Me,1989,Documentary,Peter Jackson,4.3,20629,134,57.2
Say Anything...,1989,"Romance, Comedy, Drama",Peter Jackson,4.7,23593,93,160.1
Scenes from the Class Struggle in Beverly Hills,1989,Comedy,Denis Villeneuve,7.0,12589,123,
Sea of Love,1989,"Noir, Thriller",Steven Spielberg,7.1,11560,108,
Second Sight,1989,"Comedy, Science Fiction",Stanley Kubrick,8.3,29774,96,46.4
"See No Evil, Hear No Evil",1989,Comedy,Unknown Director,5.5,5567,102,681.0
See You in the Morning,1989,"Comedy, Drama, Romance",Ridley Scott,4.3,21751,110,
"Sex, Lies, and Videotape",1989,"Drama, Independent",Martin Scorsese,5.5,247878,152,90.5
Shag,1989,Comedy,Coen Brothers,5.9,21398,112,34.2
Shakedown,1989,"Crime, Drama, Action",Ridley Scott,6.3,94888,74,30.2
She's Out of Control,1989,"Comedy, Independent, Teen",Stanley Kubrick,5.7,20325,100,
She-Devil,1989,Comedy,Alfred Hitchcock,6.1,34221,129,18.8
Shocker,1989,"Slasher, Thriller, Supernatural",Christopher Nolan,5.8,90461,118,811.4
Sidewalk Stories,1989,"Comedy, Silent",Peter Jackson,5.9,9551,110,
Signs of Life,1989,Drama,Denis Villeneuve,6.8,1548,107,
"Silent Night, Deadly Night 3: Better Watch Out!",1989,Slasher,Ridley Scott,5.7,95282,96,
Sinbad of the Seven Seas,1989,"Fantasy, Adventure",James Cameron,4.8,19356,103,614.9
Sing,1989,"Musical, Drama",David Fincher,6.4,26235,116,
Skin Deep,1989,"Comedy, War, Romance",Steven Spielberg,9.6,100935,120,66.5
Skinheads,1989,Thriller,Francis Ford Coppola,5.1,17153,110,
Slaves of New York,1989,"Comedy, Drama",Alfred Hitchcock,5.0,34029,108,29.6
Sleepaway Camp III: Teenage Wasteland,1989,Slasher,Francis Ford Coppola,5.4,80868,106,
Small Sacrifices,1989,"Biography, Drama, Crime",Christopher Nolan,6.7,97218,130,
Snake Eater,1989,"Action, Adventure",Steven Spielberg,7.1,8671,100,122.4
Society,1989,Horror,Steven Spielberg,7.0,43978,103,317.9
Speed Zone,1989,"Action, Comedy",Denis Villeneuve,7.8,56563,112,
Split,1989,Drama,Coen Brothers,5.6,275606,107,
Star Trek V: The Final Frontier,1989,Science Fiction,Peter Jackson,6.2,13290,91,19.4
Staying Together,1989,"Comedy, Drama",David Fincher,9.2,36621,82,
Steel Magnolias,1989,"Comedy, Drama",Stanley Kubrick,7.2,26969,143,26.9
Stepfather II,1989,Thriller,Unknown Director,5.8,89495,117,67.0
Strapless,1989,Drama,Ridley Scott,4.4,9091,133,2546.7
Survival Quest,1989,Adventure,Steven Spielberg,9.1,70247,104,9.7
Sweet Bird of Youth,1989,Drama,Martin Scorsese,7.4,72969,127,239.7
Tango & Cash,1989,"Action, Comedy",Francis Ford Coppola,6.1,82106,127,80.8
Tap,1989,"Drama, Dance",Peter Jackson,6.6,54712,95,
Teen Witch,1989,"Fantasy, Comedy, Teen",Denis Villeneuve,5.4,12240,115,
Ten Little Indians,1989,Mystery,Ridley Scott,7.2,16882,95,5635.2
The Terror Within,1989,"Science Fiction, Horror",James Cameron,5.9,23528,142,70.0
This Ain't Bebop,1989,Short,Steven Spielberg,7.8,51417,94,
Those She Left Behind,1989,"Drama, War",Martin Scorsese,5.3,19065,128,23.4
Three Fugitives,1989,"Comedy, Crime, Short",James Cameron,7.6,146606,89,340.0
To Die For,1989,"Horror, Independent, Romance",Stanley Kubrick,7.4,47145,110,
To Kill a Priest,1989,Drama,Paul Thomas Anderson,5.6,20442,100,
Tongues Untied,1989,Documentary,Steven Spielberg,5.7,92189,126,45.0
The Toxic Avenger Part II,1989,"Superhero, Comedy",Christopher Nolan,8.1,8928,125,
The Toxic Avenger Part III: The Last Temptation of Toxie,1989,"Superhero, Comedy",Coen Brothers,7.0,1397,111,209.3
Trapped,1989,Thriller,Quentin Tarantino,7.2,6406,111,
The Trial of the Incredible Hulk,1989,Superhero,Ridley Scott,7.5,17041,114,490.8
Triumph of the Spirit,1989,"Drama, War, Biography",Denis Villeneuve,6.8,47788,103,286.9
Troop Beverly Hills,1989,Comedy,Paul Thomas Anderson,6.1,12843,138,21.0
Tropical Snow,1989,"Action, Drama",Paul Thomas Anderson,5.7,3120,94,119.2
True Believer,1989,Drama,Denis Villeneuve,7.1,74434,94,
True Love,1989,Comedy,David Fincher,7.3,113816,131,418.0
The True Story of Frank Zappa's 200 Motels,1989,Documentary,Francis Ford Coppola,7.2,193159,120,22.0
Tummy Trouble,1989,Animated,Alfred Hitchcock,4.0,8253,111,43.0
Turner & Hooch,1989,Comedy,Alfred Hitchcock,7.5,152172,86,3.1
Twister,1989,Comedy,Wes Anderson,6.8,105400,105,26.0
UFO Abduction,1989,"Science Fiction, Horror",David Fincher,6.0,2307,85,
UHF,1989,Comedy,Coen Brothers,7.9,100,103,61.3
The Unbelievable Truth,1989,"Drama, Comedy",Ridley Scott,6.5,19328,112,
Uncle Buck,1989,"Comedy, Drama",Stanley Kubrick,5.6,28388,98,119.4
Valmont,1989,"Drama, Romance",James Cameron,7.5,138819,90,310.0
Vampire's Kiss,1989,"Comedy, Horror",Denis Villeneuve,6.4,30133,114,86.3
"Wait Until Spring, Bandini",1989,Drama,David Fincher,7.1,137148,103,176.2
The War of the Roses,1989,Comedy,Quentin Tarantino,6.6,18046,135,
Warlock,1989,"Horror, Supernatural",James Cameron,7.2,19602,121,
We're No Angels,1989,Comedy,Christopher Nolan,7.5,19573,79,32.6
Weekend at Bernie's,1989,Comedy,Coen Brothers,6.3,26648,108,
Welcome Home,1989,Drama,James Cameron,7.0,28892,135,42.4
When Harry Met Sally...,1989,"Romance, Comedy, Drama",Denis Villeneuve,7.2,2256,139,40.5
Who's Harry Crumb?,1989,"Comedy, Mystery",Peter Jackson,6.8,4396,123,22.6
Wicked Stepmother,1989,"Drama, Comedy",Christopher Nolan,7.2,188604,140,
Winter People,1989,"Drama, Romance",Martin Scorsese,8.4,98574,99,
Wired,1989,"Biography, Drama",Christopher Nolan,6.0,118759,86,
The Wizard of Speed and Time,1989,"Fantasy, Short",Alfred Hitchcock,5.5,23772,119,
The Wizard,1989,Family,James Cameron,7.8,34101,67,29.1
The Women of Brewster Place,1989,Drama,James Cameron,6.5,121944,100,13.3
Worth Winning,1989,"Comedy, Romance",Stanley Kubrick,5.9,32996,160,31.7
The Adventures of Ford Fairlane,1990,"Action, Comedy, Mystery",Christopher Nolan,6.8,203622,132,185.4
"After Dark, My Sweet",1990,"Mystery, Crime, Noir",James Cameron,6.3,97161,130,136.7
Air America,1990,"Action, Comedy",Martin Scorsese,4.0,15648,100,57.0
Alice,1990,"Comedy, Fantasy, Romance",Steven Spielberg,5.8,18919,124,
Almost an Angel,1990,"Comedy, Drama, Fantasy",Wes Anderson,7.7,66835,100,
The Ambulance,1990,"Thriller, Comedy",Quentin Tarantino,7.1,85584,116,24.5
American Dream,1990,Documentary,Steven Spielberg,6.5,14865,108,90.3
American Ninja 4: The Annihilation,1990,"Martial Arts, Action",Stanley Kubrick,7.8,29956,91,
Andre's Mother,1990,Drama,Stanley Kubrick,6.8,46513,126,
Angel Town,1990,"Action, Martial Arts",Stanley Kubrick,8.1,179555,109,28.7
Another 48 Hrs.,1990,Action,Steven Spielberg,6.8,73382,131,336.3
Arachnophobia,1990,"Thriller, Comedy, Horror",Peter Jackson,7.7,28784,108,35.2
Avalon,1990,Drama,Christopher Nolan,6.9,75739,113,
Awakenings,1990,Drama,Steven Spielberg,6.9,130049,120,
Back to the Future Part III,1990,"Science Fiction, Western",Wes Anderson,5.4,1182,116,
Bad Influence,1990,Thriller,Unknown Director,7.7,27409,132,59.0
Basket Case 2,1990,"Horror, Comedy",Ridley Scott,7.5,40136,127,281.6
Betsy's Wedding,1990,"Comedy, Romance",Stanley Kubrick,7.9,4921,93,261.7
Bird on a Wire,1990,"Comedy, Crime, Action",Steven Spielberg,7.5,47801,90,94.7
Blind Faith,1990,"Crime, Drama",Steven Spielberg,5.5,14764,92,
Bloodfist II,1990,"Martial Arts, Action",Quentin Tarantino,5.8,33791,119,104.8
Blue Steel,1990,"Thriller, Action",Paul Thomas Anderson,4.9,15900,145,158.4
The Bonfire of the Vanities,1990,"Comedy, Drama",Francis Ford Coppola,9.1,45318,122,
Brain Dead,1990,"Horror, Thriller",Denis Villeneuve,4.6,65102,107,
Book of Love,1990,"Romance, Comedy",Francis Ford Coppola,5.5,24971,110,53.2
Bride of Re-Animator,1990,"Horror, Comedy",Coen Brothers,5.9,29761,93,
Bright Angel,1990,Drama,Steven Spielberg,5.7,3802,103,
Cadence,1990,"Drama, Historical",Steven Spielberg,4.9,47884,137,188.2
Cadillac Man,1990,Comedy,Coen Brothers,6.1,10202,108,88.6
Camp Cucamonga,1990,Comedy,Martin Scorsese,6.8,146078,120,171.6
Captain America,1990,Superhero,Alfred Hitchcock,7.0,16543,125,46.3
Cartoon All-Stars to the Rescue,1990,Animated,Peter Jackson,8.6,5994,123,
